,Time,Username,Tweets,STOP_REMOVAL,Label
99,2022-06-13 01:03:08+00:00,gtkdikmendiksus,salam sehat sahabatgtk sahabatgtkdikmensus segera daftarkan diri anda httpstco6dx4stubic atau saksi httpstcoqmcfbd4vb5,salam sehat sahabatgtk sahabatgtkdikmensus daftarkan httpstco6dx4stubic saksi httpstcoqmcfbd4vb5,neutral
100,2022-06-12 23:57:04+00:00,MegawatiSianip5, kemdikbud_ri ibu dan ayah keterampilan motorik merupakan salah satu aspek penting pada tumbuh kembang anak perkembangan motorik , kemdikbud_ri ayah keterampilan motorik salah aspek tumbuh kembang anak perkembangan motorik ,neutral
101,2022-06-12 18:10:56+00:00,Rinumsa, kemdikbud_ri ibu dan ayah keterampilan motorik merupakan salah satu aspek penting pada tumbuh kembang anak perkembangan motorik , kemdikbud_ri ayah keterampilan motorik salah aspek tumbuh kembang anak perkembangan motorik ,neutral
102,2022-06-12 14:47:36+00:00,mr_obyphotograp, kemdikbud_ri ibu dan ayah keterampilan motorik merupakan salah satu aspek penting pada tumbuh kembang anak perkembangan motorik , kemdikbud_ri ayah keterampilan motorik salah aspek tumbuh kembang anak perkembangan motorik ,neutral
103,2022-06-12 14:46:13+00:00,TeknikPgri, berikut keseruan pada saat workshop obe trawas dilakukan mahasiswa dan dosen antusias mengikuti acara tersebut httpstcowvd4uncu4e, keseruan workshop obe trawas mahasiswa dosen antusias mengikuti acara httpstcowvd4uncu4e,neutral
104,2022-06-12 14:36:17+00:00,SaputraAR94_, kemdikbud_ri ibu dan ayah keterampilan motorik merupakan salah satu aspek penting pada tumbuh kembang anak perkembangan motorik , kemdikbud_ri ayah keterampilan motorik salah aspek tumbuh kembang anak perkembangan motorik ,neutral
105,2022-06-12 12:59:44+00:00,karewabudaya,sahabatdikbud sebutan bagi kegiatan mengumpulkan bendabenda terkait uang numismatik namun tak sekadar mengo httpstcohpc3omig6p,sahabatdikbud sebutan kegiatan mengumpulkan bendabenda terkait uang numismatik mengo httpstcohpc3omig6p,neutral
106,2022-06-12 12:54:22+00:00,AnissatulW, kemdikbud_ri ibu dan ayah keterampilan motorik merupakan salah satu aspek penting pada tumbuh kembang anak perkembangan motorik , kemdikbud_ri ayah keterampilan motorik salah aspek tumbuh kembang anak perkembangan motorik ,neutral
107,2022-06-12 12:35:33+00:00,Floaku, kemdikbud_ri ibu dan ayah keterampilan motorik merupakan salah satu aspek penting pada tumbuh kembang anak perkembangan motorik , kemdikbud_ri ayah keterampilan motorik salah aspek tumbuh kembang anak perkembangan motorik ,neutral
108,2022-06-12 12:30:58+00:00,okeulul, kemdikbud_ri ibu dan ayah keterampilan motorik merupakan salah satu aspek penting pada tumbuh kembang anak perkembangan motorik , kemdikbud_ri ayah keterampilan motorik salah aspek tumbuh kembang anak perkembangan motorik ,neutral
109,2022-06-12 12:30:33+00:00,SitiAlfa1, ipbofficial ipbpedia hai ipbnesian yuk kita simak informasi terkait penyakit mulut dan kuku pmk pada hewan ternak selengkapnya , ipbofficial ipbpedia hai ipbnesian yuk simak informasi terkait penyakit mulut kuku pmk hewan ternak selengkapnya ,neutral
110,2022-06-12 12:26:37+00:00,Kemdikbud_RI,ibu dan ayah keterampilan motorik merupakan salah satu aspek penting pada tumbuh kembang anak perkembangan moto httpstcoiv9c3djcbb,ayah keterampilan motorik salah aspek tumbuh kembang anak perkembangan moto httpstcoiv9c3djcbb,neutral
111,2022-06-12 12:14:56+00:00,Firmansyahlepi, ipbofficial ipbpedia hai ipbnesian yuk kita simak informasi terkait penyakit mulut dan kuku pmk pada hewan ternak selengkapnya , ipbofficial ipbpedia hai ipbnesian yuk simak informasi terkait penyakit mulut kuku pmk hewan ternak selengkapnya ,neutral
112,2022-06-12 12:07:23+00:00,ipbofficial,ipbpedia hai ipbnesian yuk kita simak informasi terkait penyakit mulut dan kuku pmk pada hewan ternak seleng httpstcoepyaempece,ipbpedia hai ipbnesian yuk simak informasi terkait penyakit mulut kuku pmk hewan ternak seleng httpstcoepyaempece,neutral
113,2022-06-12 12:06:46+00:00,dwiwulann_sari,tanggal juninya mau ngapain nihhh yuk kita diskusi bareng terkait kurikulum merdeka belajar segera daftar httpstcoodob62i4if,tanggal juninya ngapain nihhh yuk diskusi bareng terkait kurikulum merdeka belajar daftar httpstcoodob62i4if,neutral
114,2022-06-12 11:33:13+00:00,aris96susanto, ipbofficial prestasiipb bersatu untuk mencapai satu tujuan dan sama mengharumkan namamu dunia kami ucapkan selamat atas prestasi , ipbofficial prestasiipb bersatu mencapai tujuan mengharumkan namamu dunia ucapkan selamat prestasi ,neutral
115,2022-06-12 10:57:54+00:00,UnivDarmaAgung,tetapi masyarakat juga bersama jajaran pemerintah desa dan kelurahan sangat mendukung gerakan pencegahan penyalahgu httpstco7j1ydux8qf,masyarakat jajaran pemerintah desa kelurahan mendukung gerakan pencegahan penyalahgu httpstco7j1ydux8qf,neutral
116,2022-06-12 10:30:46+00:00,komunitasgurusd,cara cepat cara gampang dalam menyelesaikan soal matematika selengkapnya httpstco19uvke0y33 httpstcopei05orles,cepat gampang menyelesaikan matematika selengkapnya httpstco19uvke0y33 httpstcopei05orles,neutral
117,2022-06-12 09:41:41+00:00,yankeettt, pmengajar jangan sampai ketinggalan pendaftaran seri praktisi pilihan dapat dilakukan pada httpstcodzzhxavpbu praktisimeng , pmengajar ketinggalan pendaftaran seri praktisi pilihan httpstcodzzhxavpbu praktisimeng ,neutral
118,2022-06-12 09:24:22+00:00,jpartogi, pmengajar jangan sampai ketinggalan pendaftaran seri praktisi pilihan dapat dilakukan pada httpstcodzzhxavpbu praktisimeng , pmengajar ketinggalan pendaftaran seri praktisi pilihan httpstcodzzhxavpbu praktisimeng ,neutral
119,2022-06-12 08:57:37+00:00,HumasUnp,unp keluar sebagai juara umum pomprov sumbar 2022 httpstcox2gopragoq universitasnegeripadang humasunp httpstco0dypykacxk,unp juara pomprov sumbar 2022 httpstcox2gopragoq universitasnegeripadang humasunp httpstco0dypykacxk,neutral
120,2022-06-12 07:19:11+00:00,Moh4madZainudin,pentingnya komunikasi dalam kehidupan kampus info pendaftaran kuliah 081227576775 kuliahkaryawan httpstcoe1wfhddj6k,komunikasi kehidupan kampus info pendaftaran kuliah 081227576775 kuliahkaryawan httpstcoe1wfhddj6k,neutral
121,2022-06-12 06:55:22+00:00,arb4000, perpusdikbud hallo sahabatperpusdikbud pasti sudah tidak sabar berkunjung perpusdikbud yang akan buka sebentar lagi sebelum datan , perpusdikbud hallo sahabatperpusdikbud sabar berkunjung perpusdikbud buka sebentar datan ,neutral
122,2022-06-12 06:04:56+00:00,BaliEdukasi,edukasi keliling negeri untuk anakanak bali baliedukasi edukasikelilingnegeri penyalaperadaban httpstco0jrc4rqfrc,edukasi keliling negeri anakanak bali baliedukasi edukasikelilingnegeri penyalaperadaban httpstco0jrc4rqfrc,neutral
123,2022-06-12 02:27:26+00:00,PMengajar,jangan sampai ketinggalan pendaftaran seri praktisi pilihan dapat dilakukan pada httpstcodzzhxavpbu httpstcosiogxscn4c,ketinggalan pendaftaran seri praktisi pilihan httpstcodzzhxavpbu httpstcosiogxscn4c,neutral
124,2022-06-12 01:27:38+00:00,thismaheee, kemdikbud_ri sahabatdikbud cinta dan ilmu pengetahuan adalah dua hal yang samasama penting dalam hidup seperti bertrand russell , kemdikbud_ri sahabatdikbud cinta ilmu pengetahuan samasama hidup bertrand russell ,neutral
125,2022-06-12 01:09:44+00:00,pansuhkata, ditpsd_dikbud sungai terpanjang indonesia yaitu sungai kapuas sungai kapuas terletak kalimantan barat sungai kapuas menjadi , ditpsd_dikbud sungai terpanjang indonesia sungai kapuas sungai kapuas terletak kalimantan barat sungai kapuas ,neutral
126,2022-06-11 14:36:48+00:00,iraaukhtia, kemdikbud_ri tahukah sahabatdikbud sebutan bagi kegiatan mengumpulkan bendabenda terkait uang nunismatik namun tak sekadar , kemdikbud_ri tahukah sahabatdikbud sebutan kegiatan mengumpulkan bendabenda terkait uang nunismatik ,neutral
127,2022-06-11 14:12:56+00:00,_Pelinnnnnn, rawra01 kebinekaan semoga langkah kalian dimudahkan sampai tahap terakhir dari kami rekan seperjuangan yang gugur tengah , rawra01 kebinekaan semoga langkah dimudahkan tahap rekan seperjuangan gugur ,neutral
128,2022-06-11 14:03:59+00:00,NikenViant, educology_id hai sahabatedu tau nggak melalui merdeka belajar anakanak dapat mengikuti pembelajaran dalam bahasa yang merek , educology_id hai sahabatedu tau nggak merdeka belajar anakanak mengikuti pembelajaran bahasa merek ,neutral
129,2022-06-11 13:59:45+00:00,rawra01, tambahan part dari kemarin kami disuruh menunggu terkait yang belum mendapatkan username dan berkasnya hila httpstcoykcq2mfui9, tambahan part kemarin disuruh menunggu terkait username berkasnya hila httpstcoykcq2mfui9,neutral
130,2022-06-11 11:30:05+00:00,agunknaraardhy, ditpsd_dikbud sungai terpanjang indonesia yaitu sungai kapuas sungai kapuas terletak kalimantan barat sungai kapuas menjadi , ditpsd_dikbud sungai terpanjang indonesia sungai kapuas sungai kapuas terletak kalimantan barat sungai kapuas ,neutral
131,2022-06-11 10:51:20+00:00,TaplakMejaDPR, kemdikbud_ri tahukah sahabatdikbud sebutan bagi kegiatan mengumpulkan bendabenda terkait uang nunismatik namun tak sekadar , kemdikbud_ri tahukah sahabatdikbud sebutan kegiatan mengumpulkan bendabenda terkait uang nunismatik ,neutral
132,2022-06-11 09:27:20+00:00,ZahroK9,kampusmerdeka selamat sore izin bertanya saya kemarin daftar akun web kampus merdeka dan tidak sengaja kli httpstco66zjeeav78,kampusmerdeka selamat sore izin kemarin daftar akun web kampus merdeka sengaja kli httpstco66zjeeav78,neutral
133,2022-06-11 08:16:56+00:00,HmgpPNJ_, pendaftaran program magang dan studi independen bersertifikat angkatan untuk mahasiswa sarjana dan vokasi httpstcobeakmqs4cw, pendaftaran program magang studi independen bersertifikat angkatan mahasiswa sarjana vokasi httpstcobeakmqs4cw,neutral
134,2022-06-11 06:54:12+00:00,januaryfruit, perpusdikbud hallo sahabatperpusdikbud pasti sudah tidak sabar berkunjung perpusdikbud yang akan buka sebentar lagi sebelum datan , perpusdikbud hallo sahabatperpusdikbud sabar berkunjung perpusdikbud buka sebentar datan ,neutral
135,2022-06-11 06:51:12+00:00,buitenzorg812, perpusdikbud hallo sahabatperpusdikbud pasti sudah tidak sabar berkunjung perpusdikbud yang akan buka sebentar lagi sebelum datan , perpusdikbud hallo sahabatperpusdikbud sabar berkunjung perpusdikbud buka sebentar datan ,neutral
136,2022-06-11 06:45:11+00:00,hadisatkaletigo, kemdikbud_ri tahukah sahabatdikbud sebutan bagi kegiatan mengumpulkan bendabenda terkait uang nunismatik namun tak sekadar , kemdikbud_ri tahukah sahabatdikbud sebutan kegiatan mengumpulkan bendabenda terkait uang nunismatik ,neutral
137,2022-06-11 06:36:09+00:00,Kemdikbud_RI,tahukah sahabatdikbud sebutan bagi kegiatan mengumpulkan bendabenda terkait uang nunismatik namun tak seka httpstco8qaekirjbe,tahukah sahabatdikbud sebutan kegiatan mengumpulkan bendabenda terkait uang nunismatik seka httpstco8qaekirjbe,neutral
138,2022-06-11 06:23:34+00:00,Mada66133746, perpusdikbud hallo sahabatperpusdikbud pasti sudah tidak sabar berkunjung perpusdikbud yang akan buka sebentar lagi sebelum datan , perpusdikbud hallo sahabatperpusdikbud sabar berkunjung perpusdikbud buka sebentar datan ,neutral
139,2022-06-11 06:15:51+00:00,alanesia, perpusdikbud hallo sahabatperpusdikbud pasti sudah tidak sabar berkunjung perpusdikbud yang akan buka sebentar lagi sebelum datan , perpusdikbud hallo sahabatperpusdikbud sabar berkunjung perpusdikbud buka sebentar datan ,neutral
140,2022-06-11 06:13:53+00:00,perpusdikbud,hallo sahabatperpusdikbud pasti sudah tidak sabar berkunjung perpusdikbud yang akan buka sebentar lagi sebelum httpstcouyuwrfibzm,hallo sahabatperpusdikbud sabar berkunjung perpusdikbud buka sebentar httpstcouyuwrfibzm,neutral
141,2022-06-11 06:03:55+00:00,HumasUnp,perebutan medali emas cabor taekwondo all unp final antara raffi dengan daffido httpstcoabhr6whcpc httpstco0mdrzyv4qn,perebutan medali emas cabor taekwondo all unp final raffi daffido httpstcoabhr6whcpc httpstco0mdrzyv4qn,neutral
142,2022-06-11 04:15:28+00:00,HumasUnp,karate sumbang medali bagi kontingen unp hari pertama pomprov 2022 httpstcoqjolemovcx httpstcozpb4utfqws,karate sumbang medali kontingen unp pomprov 2022 httpstcoqjolemovcx httpstcozpb4utfqws,neutral
143,2022-06-11 03:53:27+00:00,Feb_uia,halo sobat minfeb kelen team mana nih kalau mau makan nasi padang bungkus makan ditempat febuia uiakeren httpstcosf1sbz3ile,halo sobat minfeb kelen team nih makan nasi padang bungkus makan ditempat febuia uiakeren httpstcosf1sbz3ile,neutral
144,2022-06-11 02:45:59+00:00,ipbofficial,prestasiipb bersatu untuk mencapai satu tujuan dan sama mengharumkan namamu dunia kami ucapkan selamat atas httpstcojovu1ingsg,prestasiipb bersatu mencapai tujuan mengharumkan namamu dunia ucapkan selamat httpstcojovu1ingsg,neutral
145,2022-06-11 01:14:13+00:00,itk_official_,senam yang dilakukan tersebut dilakukan oleh seluruh tenaga kependidikan tendik institut teknologi kalimantan httpstcotpzjgviqxc,senam tenaga kependidikan tendik institut teknologi kalimantan httpstcotpzjgviqxc,neutral
146,2022-06-11 00:45:47+00:00,bahasabudayaid, kemdikbud_ri sahabatdikbud cinta dan ilmu pengetahuan adalah dua hal yang samasama penting dalam hidup seperti bertrand russell , kemdikbud_ri sahabatdikbud cinta ilmu pengetahuan samasama hidup bertrand russell ,neutral
147,2022-06-10 23:20:04+00:00,Is_Palutean, kemdikbud_ri sahabatdikbud cinta dan ilmu pengetahuan adalah dua hal yang samasama penting dalam hidup seperti bertrand russell , kemdikbud_ri sahabatdikbud cinta ilmu pengetahuan samasama hidup bertrand russell ,neutral
148,2022-06-10 22:56:24+00:00,PMengajar,rekan perguruan tinggi sudahkah anda mendaftarkan institusi dan mata kuliah layanan pertanyaan silakan cek faq httpstcojalfqhhdlm,rekan perguruan mendaftarkan institusi mata kuliah layanan silakan cek faq httpstcojalfqhhdlm,neutral
149,2022-06-10 20:10:36+00:00,Marketing_co_id, lpmp_kepbabel selamat hari media sosial sahabatbpmp gunakan pikiran perasaan hati dan jarimu dengan bijak untuk berbagi kebaikan , lpmp_kepbabel selamat media sosial sahabatbpmp pikiran perasaan hati jarimu bijak berbagi kebaikan ,neutral
150,2022-06-10 17:53:02+00:00,piwulangbecik,belajar cerdas kerja tuntas mengajar ikhlas merdekabelajar berintegritas berempati warisankebaikan httpstcojrtd06ftvs,belajar cerdas kerja tuntas mengajar ikhlas merdekabelajar berintegritas berempati warisankebaikan httpstcojrtd06ftvs,neutral
151,2022-06-10 16:13:19+00:00,annalestarye,bismillahirrahmanirrahim yang sedang berjalan sekolahpenggerak merdekabelajar httpstco5idd2sspmx,bismillahirrahmanirrahim berjalan sekolahpenggerak merdekabelajar httpstco5idd2sspmx,neutral
152,2022-06-10 15:58:56+00:00,komunitasgurusd,struktur kurikulum merdeka tkpaud smp sma smk slb selengkapnya httpstcoirpu3qpj04 merdekabelajar httpstcolkplovqwng,struktur kurikulum merdeka tkpaud smp sma smk slb selengkapnya httpstcoirpu3qpj04 merdekabelajar httpstcolkplovqwng,neutral
153,2022-06-10 14:36:04+00:00,bbgpsulsel,program guru penggerak menciptakan pemimpin pembelajaran yang dapat mewujudkan merdeka belajar merdekabelajar httpstcooguphyop06,program guru penggerak menciptakan pemimpin pembelajaran mewujudkan merdeka belajar merdekabelajar httpstcooguphyop06,neutral
154,2022-06-10 13:53:47+00:00,Alzena_Fayi, badanbahasa halo sahabatbahasa dan sahabatdikbud sekarang sudah tahu kan padanan istilah forehand dan backhand nah sekarang pert , badanbahasa halo sahabatbahasa sahabatdikbud padanan istilah forehand backhand pert ,neutral
155,2022-06-10 12:18:22+00:00,SaputraAR94_, kemdikbud_ri sahabatdikbud cinta dan ilmu pengetahuan adalah dua hal yang samasama penting dalam hidup seperti bertrand russell , kemdikbud_ri sahabatdikbud cinta ilmu pengetahuan samasama hidup bertrand russell ,neutral
156,2022-06-10 12:17:11+00:00,w_shofiani, kemdikbud_ri sahabatdikbud penggaris plastik yang digosokgosok dengan kain wol atau rambut kering ketika didekatkan potongan ker , kemdikbud_ri sahabatdikbud penggaris plastik digosokgosok kain wol rambut kering didekatkan potongan ker ,neutral
157,2022-06-10 12:12:16+00:00,sugarcandybrown, kemdikbud_ri sahabatdikbud cinta dan ilmu pengetahuan adalah dua hal yang samasama penting dalam hidup seperti bertrand russell , kemdikbud_ri sahabatdikbud cinta ilmu pengetahuan samasama hidup bertrand russell ,neutral
158,2022-06-10 11:45:43+00:00,Kemdikbud_RI,sahabatdikbud cinta dan ilmu pengetahuan adalah dua hal yang samasama penting dalam hidup seperti bertrand russ httpstcodtueflotso,sahabatdikbud cinta ilmu pengetahuan samasama hidup bertrand russ httpstcodtueflotso,neutral
159,2022-06-10 11:26:11+00:00,tulus_ep, kemdikbud_ri sahabatdikbud kemendikbudristek mendukung tercapainya visimisi pemerintah dlm mewujudkan indonesiamaju berdaulat , kemdikbud_ri sahabatdikbud kemendikbudristek mendukung tercapainya visimisi pemerintah dlm mewujudkan indonesiamaju berdaulat ,neutral
160,2022-06-10 10:56:55+00:00,UlfaFifas, kemdikbud_ri ternyata peristiwa tersebut disebut dengan listrik statis benda yang bermuatan listrik negatif dapat menarik bendabenda , kemdikbud_ri peristiwa listrik statis benda bermuatan listrik negatif menarik bendabenda ,neutral
161,2022-06-10 10:51:02+00:00,agramadhaan,alhamdulillah matur nuwun panitia program kampus mengajar kampusmerdekari kampusmerdeka maaf kalau sempat kecew httpstcoq3ymhqwiaq,alhamdulillah matur nuwun panitia program kampus mengajar kampusmerdekari kampusmerdeka maaf kecew httpstcoq3ymhqwiaq,neutral
162,2022-06-10 10:07:33+00:00,karewabudaya,sahabatdikbud cinta dan ilmu pengetahuan adalah dua hal yang samasama penting dalam hidup seperti kata filsuf httpstcos91eyvyhgd,sahabatdikbud cinta ilmu pengetahuan samasama hidup filsuf httpstcos91eyvyhgd,neutral
163,2022-06-10 10:03:41+00:00,rubiagatra, pmengajar catat tanggalnya info session untuk praktisi akan diadakan pada juni 2022 silakan daftar sesi terkait penjelasan detail , pmengajar catat tanggalnya info session praktisi diadakan juni 2022 silakan daftar sesi terkait penjelasan detail ,neutral
164,2022-06-10 10:03:36+00:00,kemenkopmk,pendaftaran dilakukan melalui tautan httpstcodu2y3ktgon untuk informasi lebih lengkap dapat menggunduh berk httpstcoocqvneg9az,pendaftaran tautan httpstcodu2y3ktgon informasi lengkap menggunduh berk httpstcoocqvneg9az,neutral
165,2022-06-10 10:02:20+00:00,kemenkopmk,sahabatpmk pendaftaran beasiswa microcredential bidang literasi bagi guru paud dan teachers college columbia httpstcos7qa4s3nxk,sahabatpmk pendaftaran beasiswa microcredential bidang literasi guru paud teachers college columbia httpstcos7qa4s3nxk,neutral
166,2022-06-10 09:54:13+00:00,PMengajar,catat tanggalnya info session untuk praktisi akan diadakan pada juni 2022 silakan daftar sesi terkait penjelas httpstcodzahrrlgcp,catat tanggalnya info session praktisi diadakan juni 2022 silakan daftar sesi terkait penjelas httpstcodzahrrlgcp,neutral
167,2022-06-10 09:54:00+00:00,LPMP_KepBabel,selamat hari media sosial sahabatbpmp gunakan pikiran perasaan hati dan jarimu dengan bijak untuk berbagi kebai httpstcosfhm0gxhg5,selamat media sosial sahabatbpmp pikiran perasaan hati jarimu bijak berbagi kebai httpstcosfhm0gxhg5,neutral
168,2022-06-10 09:47:08+00:00,PMengajar,ribuan praktisi sudah bergabung dalam program praktisi mengajar bagaimana dengan anda pendaftaran ditutup juni httpstcoxepyo1lfm8,ribuan praktisi bergabung program praktisi mengajar pendaftaran ditutup juni httpstcoxepyo1lfm8,neutral
169,2022-06-10 09:35:33+00:00,Marketing_co_id, kemdikbud_ri sahabatdikbud dengan bijak bermedia sosial maka orang lain pun akan merasakan dampak positifnya kamu pasti memiliki , kemdikbud_ri sahabatdikbud bijak bermedia sosial orang merasakan dampak positifnya memiliki ,neutral
170,2022-06-10 09:32:41+00:00,harimediasosial, kemdikbud_ri sahabatdikbud dengan bijak bermedia sosial maka orang lain pun akan merasakan dampak positifnya kamu pasti memiliki , kemdikbud_ri sahabatdikbud bijak bermedia sosial orang merasakan dampak positifnya memiliki ,neutral
171,2022-06-10 09:09:54+00:00,kampusimmi,stima immi kampus merdeka selamat dan sukses kepada prof illah sailah atas dikukuhkannya sebagai httpstcoqyaan6hjgp,stima immi kampus merdeka selamat sukses prof illah sailah dikukuhkannya httpstcoqyaan6hjgp,neutral
172,2022-06-10 09:04:56+00:00,KamiPengajar,hai sobat pengajar beberapa daerah sudah pembelajaran tatap muka 100 persen nih tetap jalankan protokol keseha httpstcoufrc8hme16,hai sobat pengajar daerah pembelajaran tatap muka 100 persen nih jalankan protokol keseha httpstcoufrc8hme16,neutral
173,2022-06-10 08:53:43+00:00,Kani_Yunara, kemdikbud_ri sahabatdikbud dengan bijak bermedia sosial maka orang lain pun akan merasakan dampak positifnya kamu pasti memiliki , kemdikbud_ri sahabatdikbud bijak bermedia sosial orang merasakan dampak positifnya memiliki ,neutral
174,2022-06-10 08:46:31+00:00,komunitasgurusd,tips meningkatkan fungsi kognitif anak selengkapnya httpstcofnaszunsqk pendidikananak merdekabelajar httpstcosvyrvdgfgx,tips meningkatkan fungsi kognitif anak selengkapnya httpstcofnaszunsqk pendidikananak merdekabelajar httpstcosvyrvdgfgx,neutral
175,2022-06-10 08:35:45+00:00,SaputraAR94_, kemdikbud_ri sahabatdikbud dengan bijak bermedia sosial maka orang lain pun akan merasakan dampak positifnya kamu pasti memiliki , kemdikbud_ri sahabatdikbud bijak bermedia sosial orang merasakan dampak positifnya memiliki ,neutral
176,2022-06-10 08:31:01+00:00,Kemdikbud_RI,sahabatdikbud dengan bijak bermedia sosial maka orang lain pun akan merasakan dampak positifnya kamu pasti memi httpstcoyzg2g3mfkg,sahabatdikbud bijak bermedia sosial orang merasakan dampak positifnya memi httpstcoyzg2g3mfkg,neutral
177,2022-06-10 08:24:41+00:00,VoniSugesti, rawra01 kebinekaan semoga langkah kalian dimudahkan sampai tahap terakhir dari kami rekan seperjuangan yang gugur tengah , rawra01 kebinekaan semoga langkah dimudahkan tahap rekan seperjuangan gugur ,neutral
178,2022-06-10 07:52:28+00:00,v_putriw, educology_id hai sahabatedu tau nggak melalui merdeka belajar anakanak dapat mengikuti pembelajaran dalam bahasa yang merek , educology_id hai sahabatedu tau nggak merdeka belajar anakanak mengikuti pembelajaran bahasa merek ,neutral
179,2022-06-10 07:45:17+00:00,uhwperbanaslib,selamat amp sukses uhwperbanaslib universitashayamwurukperbanas kampuskeren kampusmerdeka terkemuka unggul httpstcoghafayzy0a,selamat amp sukses uhwperbanaslib universitashayamwurukperbanas kampuskeren kampusmerdeka terkemuka unggul httpstcoghafayzy0a,neutral
180,2022-06-10 07:37:35+00:00,komunitasgurusd,perkembangan kognitif anak usia tahun selengkapnya httpstcoyqpd6d3zbq selengkapnya pendidikananak httpstco63zqqnflfj,perkembangan kognitif anak usia selengkapnya httpstcoyqpd6d3zbq selengkapnya pendidikananak httpstco63zqqnflfj,neutral
181,2022-06-10 07:37:28+00:00,HumasUnp,cabor atletik tambah pundi medali untuk unp httpstcoybabhil5rc universitasnegeripadang humasunp httpstcod6ypufvsvj,cabor atletik pundi medali unp httpstcoybabhil5rc universitasnegeripadang humasunp httpstcod6ypufvsvj,neutral
182,2022-06-10 07:31:29+00:00,nugraharani, educology_id hai sahabatedu tau nggak melalui merdeka belajar anakanak dapat mengikuti pembelajaran dalam bahasa yang merek , educology_id hai sahabatedu tau nggak merdeka belajar anakanak mengikuti pembelajaran bahasa merek ,neutral
183,2022-06-10 07:19:31+00:00,qoirunnisaputri, educology_id hai sahabatedu tau nggak melalui merdeka belajar anakanak dapat mengikuti pembelajaran dalam bahasa yang merek , educology_id hai sahabatedu tau nggak merdeka belajar anakanak mengikuti pembelajaran bahasa merek ,neutral
184,2022-06-10 06:57:33+00:00,HexxaHS, kemdikbud_ri ternyata peristiwa tersebut disebut dengan listrik statis benda yang bermuatan listrik negatif dapat menarik bendabenda , kemdikbud_ri peristiwa listrik statis benda bermuatan listrik negatif menarik bendabenda ,neutral
185,2022-06-10 06:57:29+00:00,HexxaHS, kemdikbud_ri sahabatdikbud penggaris plastik yang digosokgosok dengan kain wol atau rambut kering ketika didekatkan potongan ker , kemdikbud_ri sahabatdikbud penggaris plastik digosokgosok kain wol rambut kering didekatkan potongan ker ,neutral
186,2022-06-10 06:56:04+00:00,sekar_agnii, educology_id hai sahabatedu tau nggak melalui merdeka belajar anakanak dapat mengikuti pembelajaran dalam bahasa yang merek , educology_id hai sahabatedu tau nggak merdeka belajar anakanak mengikuti pembelajaran bahasa merek ,neutral
187,2022-06-10 06:42:36+00:00,educology_id,hai sahabatedu tau nggak melalui merdeka belajar anakanak dapat mengikuti pembelajaran dalam bahasa yang httpstcos9xmtlkrpa,hai sahabatedu tau nggak merdeka belajar anakanak mengikuti pembelajaran bahasa httpstcos9xmtlkrpa,neutral
188,2022-06-10 05:48:10+00:00,KamiPengajar,jangan ketinggalan informasinya untuk lebih lanjut bisa langsung berkungjung situs laman httpstcoau55xyh6ge,ketinggalan informasinya langsung berkungjung situs laman httpstcoau55xyh6ge,neutral
189,2022-06-10 05:03:41+00:00,lecesimo,kurikulum merdeka merdekabelajar merdekamengajar httpstcobexeaw6txb,kurikulum merdeka merdekabelajar merdekamengajar httpstcobexeaw6txb,neutral
190,2022-06-10 04:22:34+00:00,HumasUnp,wakil ketua bnsp dan wakil rektor unp buka kegiatan pskk dilingkup lsp unp 2022 httpstco1sc5152lwo httpstcoi2hpjazqjr,wakil ketua bnsp wakil rektor unp buka kegiatan pskk dilingkup lsp unp 2022 httpstco1sc5152lwo httpstcoi2hpjazqjr,neutral
191,2022-06-10 03:29:14+00:00,nurul_2211, gunadarma_ gunadarma kampus merdeka reminder jangan lupa untuk daftar ulang karena batas akhir daftar ulang sabtu juni 2022 , gunadarma_ gunadarma kampus merdeka reminder lupa daftar ulang batas daftar ulang sabtu juni 2022 ,neutral
192,2022-06-10 03:07:19+00:00,gunadarma_,gunadarma kampus merdeka reminder jangan lupa untuk daftar ulang karena batas akhir daftar ulang sabtu jun httpstcouv3ohc7dag,gunadarma kampus merdeka reminder lupa daftar ulang batas daftar ulang sabtu jun httpstcouv3ohc7dag,neutral
193,2022-06-10 02:42:53+00:00,kb_ntb,sasambohariini untuk sahabatbahasa dan sahabatdikbud yaitu kata tolo dalam bahasa mbojo bima bahasambojo httpstcodr8iawzt72,sasambohariini sahabatbahasa sahabatdikbud tolo bahasa mbojo bima bahasambojo httpstcodr8iawzt72,neutral
194,2022-06-10 01:35:16+00:00,its_campus,itsproud selamat untuk sobat kampus semua yang berhasil menjadi keluarga besar its dan diterima melalui jalur sel httpstco2ux8z8fsa6,itsproud selamat sobat kampus berhasil keluarga its diterima jalur sel httpstco2ux8z8fsa6,neutral
195,2022-06-10 00:46:53+00:00,piwulangbecik,sahabat pbx berkembang karena kepercayaan otonomi menjadikannya mudah berinovasi merdekabelajar berintegritas httpstconmptle4fiv,sahabat pbx berkembang kepercayaan otonomi menjadikannya mudah berinovasi merdekabelajar berintegritas httpstconmptle4fiv,neutral
196,2022-06-10 00:41:36+00:00,univ_alirsyad,doa mengawali hari alloh dengan aku berpagi hari dengan aku bersore hari dengan kami hidup dan httpstcohhuevvloul,doa mengawali alloh berpagi bersore hidup httpstcohhuevvloul,neutral
